1454	990	22
3417	2290	42
3202	3697	88
2292	2155	91
1091	484	39
63	1940	18
1866	1103	18
3744	2486	22
3251	3154	56
2964	1782	112
3551	4375	84
323	2232	147
1000	1041	21
1975	494	41
728	2024	121
2433	4772	21
1762	1719	109
107	2127	164
1281	1953	98
1444	442	166
1276	628	163
2529	1794	67
3671	2910	0
913	1485	64
3313	1533	39
3264	3595	30
3063	4444	154
2608	2172	64
1517	1502	113
3017	2688	102
2380	1483	10
34	1436	93
522	1103	162
2362	1992	114
1895	4297	63
2909	1627	144
2327	903	129
1337	2120	91
2748	89	141
3314	2016	82
2968	1481	31
3547	4179	157
927	75	99
2802	1057	142
2300	3826	16
3450	4495	21
361	182	138
2691	751	12
1777	3326	139
660	4829	120
571	945	65
1399	154	2
3605	1857	85
3452	3210	158
982	508	1
3551	4390	40
2633	3757	124
585	4244	159
1314	1569	43
1388	110	144
2173	1214	37
3681	4754	87
3376	3233	96
640	3142	62
3493	2893	47
3573	3156	81
132	3853	5
948	430	113
1380	3107	109
2899	4384	83
1558	3950	23
3361	3646	78
3117	3938	45
341	3847	15
1329	1567	111
3750	1556	92
74	991	160
2017	26	161
2336	4571	68
3096	2238	94
1826	2638	71
190	1233	120
1202	586	20
449	482	106
854	68	164
2159	770	140
1494	1767	31
2753	669	116
2345	1838	61
509	190	141
3264	3595	79
2658	2330	113
1069	1632	139
514	1107	115
2366	1534	57
2154	426	97
3126	2119	106
729	621	64
3309	4347	109
1628	3774	97
1442	385	41
1233	1177	167
681	2795	118
1400	3538	20
3584	1412	114
751	628	146
1886	1061	117
745	576	145
1791	4733	0
579	3681	58
990	718	63
100	3319	97
352	1157	69
146	581	121
3524	3695	153
2953	3162	54
741	251	21
702	628	163
1646	1672	81
3278	3337	12
2802	1057	141
6	350	21
954	2442	111
1476	1703	138
1829	4724	37
579	3681	150
1241	665	126
2097	426	91
1513	98	139
131	340	167
26	778	86
1713	4620	80
244	3226	63
2364	3627	15
2791	4828	164
782	674	164
1981	1704	113
1463	1464	57
1800	4796	117
2801	1858	27
3505	4099	2
208	718	118
2659	3133	106
1610	263	62
467	473	165
893	642	145
24	2867	115
3349	1041	138
135	3	138
174	321	141
1684	3449	20
1926	3659	130
796	4255	120
926	99	123
2199	1934	69
2065	98	19
3744	2091	97
2353	1772	59
721	389	138
1155	733	107
2248	555	49
3073	2397	13
1120	3772	62
1703	3399	50
608	3716	32
1105	1331	70
3320	732	88
1437	3407	67
1380	1109	14
3069	1977	134
2357	3214	88
574	721	120
1927	2530	88
2088	3198	87
338	204	151
3756	3747	98
1885	1513	114
983	440	90
763	1526	50
381	852	147
153	3855	135
1475	1895	135
3080	1824	162
3478	3029	96
1130	808	163
914	437	38
1859	1756	65
3731	1523	101
211	37	36
2919	1706	17
3740	3037	133
3029	4574	103
181	380	76
3482	2797	120
1690	1655	43
3325	79	159
1247	1666	121
1062	1929	75
1461	3837	10
1370	50	77
156	318	161
102	752	18
299	564	47
2332	2771	98
2828	3463	6
1073	473	90
2529	1813	156
1972	2178	88
1122	406	145
3559	1554	12
3244	2046	90
3565	2792	159
294	4030	31
1155	733	164
1140	3874	165
39	1503	100
2363	1913	157
3244	3503	110
676	918	49
2976	3905	105
567	4356	166
2933	4661	42
1888	483	17
3039	2617	126
2583	2606	113
2692	2928	134
1067	62	144
3233	3418	117
219	1290	64
3513	2549	136
330	909	125
822	1076	50
510	627	133
2082	2008	45
3493	559	18
1756	3053	78
726	1158	50
2892	3802	59
182	763	165
3072	2460	9
2004	1878	18
1267	3071	141
2524	3100	60
610	45	126
1250	443	115
655	2945	23
3551	4375	2
1678	2071	70
2853	1676	35
647	1145	22
889	1588	44
2210	3935	121
3468	4155	153
135	37	116
3026	3585	112
2949	4777	97
1523	1239	163
1178	374	75
983	96	25
1801	2323	85
647	189	65
1970	134	139
1799	53	121
1359	329	97
1279	1146	141
2669	2583	56
1882	1725	104
2258	4722	19
2161	696	114
3533	3082	115
178	3313	56
30	1068	22
2246	1431	85
277	267	120
2257	2252	115
1485	2619	5
2028	735	89
2870	484	163
2589	3851	37
2290	3069	89
376	2919	140
2404	4009	143
1155	843	121
3627	628	91
1703	243	41
2633	3757	19
1797	4732	119
238	735	57
161	130	29
179	1360	145
3138	2129	67
596	2092	96
2974	2330	160
1335	1988	14
3657	2344	156
806	379	6
601	1443	40
2153	278	92
3682	4518	163
1132	2358	0
3595	1429	129
737	491	17
2941	1013	141
1861	1696	49
3020	3478	78
881	2595	113
153	330	122
550	50	145
1513	2799	167
359	2346	128
312	4674	90
491	2556	158
3562	3349	9
992	304	113
138	3294	93
1843	2639	154
1019	589	95
3407	3026	145
240	567	161
776	1271	1
3209	759	116
1400	4652	115
292	2288	145
3039	2617	59
1583	342	139
1025	14	138
3269	3491	122
1823	1009	61
1042	919	0
710	302	86
538	4464	62
543	182	145
2927	4216	31
289	426	66
791	205	145
3315	927	28
2475	468	146
1330	1542	15
511	121	164
820	274	89
1607	1761	135
143	380	113
522	115	95
864	2034	148
1156	1074	50
449	115	73
612	1112	38
3141	3784	23
2361	1795	154
1808	1945	64
196	787	113
375	1795	13
1806	2196	135
35	895	60
3498	253	138
1162	4096	66
228	1614	120
3365	3384	111
1224	547	166
1049	1890	100
175	829	68
2275	4284	131
149	423	144
3169	3969	44
561	4632	95
130	3294	93
2805	170	113
3516	723	42
1248	1825	19
195	1156	20
1341	48	2
2691	962	115
303	4822	92
712	68	120
1647	3462	107
2704	3828	55
2723	4432	57
2188	292	24
1241	4564	162
3304	56	47
652	466	72
1817	4640	25
3039	2617	52
224	1418	24
502	58	86
3239	1682	82
1718	1394	2
3337	83	24
1068	2787	3
1442	624	16
1133	4826	120
517	68	140
1075	2620	150
376	1469	137
3682	4518	42
11	2094	149
3485	2933	95
1790	1859	158
2397	3766	21
2725	4062	88
1881	3346	141
3058	3177	83
595	1078	75
3232	4020	30
1694	4450	26
2867	3964	39
1388	2105	24
580	1268	143
1640	3042	60
2320	4330	69
492	2572	71
2320	1662	127
3600	2477	111
1324	1945	86
1695	3264	35
1470	1682	40
3441	3063	159
624	1170	116
70	9	0
2114	218	25
691	243	144
2358	1481	103
1800	4796	139
730	489	86
3365	3384	64
989	2279	117
895	643	162
1882	930	103
561	164	93
842	727	160
90	304	25
1859	82	39
2718	4319	57
941	1962	114
1475	1964	86
2066	75	145
1432	3578	149
3269	3676	166
1028	2001	72
3657	1561	115
153	170	146
1321	2358	166
2421	3174	138
1876	4262	37
779	68	116
117	1164	149
839	624	110
1452	1271	54
544	204	22
3406	3061	157
3411	2690	137
158	936	67
290	4017	121
3454	1286	103
237	1636	28
2052	2957	96
1672	2593	142
920	4678	84
2784	1389	0
3491	242	74
676	63	89
1614	750	27
1994	4158	63
3264	4209	89
2951	1615	36
224	690	137
2761	1216	166
3178	1304	18
1478	1576	160
2369	3250	66
1800	3158	61
2755	1463	73
3027	1533	108
590	3865	85
3239	1703	159
491	479	98
3377	193	90
545	2607	104
1861	1696	40
3004	3572	49
318	1825	18
52	4177	138
1611	190	160
54	289	63
565	913	103
18	417	97
79	44	23
3269	3663	143
1131	537	123
237	2520	88
1451	833	24
1785	3224	95
1508	962	139
1067	2867	47
3186	1882	37
1732	2596	120
851	68	165
1535	1925	67
2762	2255	121
990	805	3
333	4242	76
3133	3558	88
859	2392	17
1129	1211	69
3632	2070	32
825	710	91
1579	1481	63
3598	2544	118
3202	3997	25
1234	1286	158
1139	1405	25
972	2950	99
1785	3224	163
2252	2820	80
786	2559	88
1899	3601	132
1022	792	159
61	544	19
3113	4758	18
378	2818	58
2889	1440	138
1318	3197	31
1340	2246	45
1369	264	163
853	1555	62
378	2322	157
1383	1832	23
1486	2844	42
139	1161	74
1888	3509	9
1421	1192	88
983	96	123
638	195	1
1627	505	90
312	4674	67
3164	3121	42
1073	2508	121
353	2909	106
1210	17	142
862	874	152
3228	1930	118
450	3591	98
2218	2141	143
135	595	91
2580	194	96
1245	2770	25
3124	3829	84
1210	624	111
686	307	145
14	320	87
931	394	95
3756	3747	121
1133	2312	87
1712	1254	6
617	55	43
899	942	167
3000	1722	86
705	164	138
3036	1911	153
3101	4361	162
1062	2133	164
1005	250	147
3325	371	96
645	1180	142
3004	1409	12
1676	4007	5
3068	1780	154
2276	70	159
3640	4808	134
177	231	113
2429	644	108
774	2511	158
228	1614	41
983	734	92
421	469	20
955	134	145
353	2909	7
926	99	124
1400	1053	17
1888	483	137
2347	4656	68
613	1176	71
3051	2156	134
627	6	141
2392	2846	124
1672	281	122
1112	782	3
1546	1637	122
3285	4767	45
277	2621	85
880	68	41
1000	45	120
2755	3870	37
782	63	110
2268	928	126
636	497	163
3274	4193	89
881	1160	166
2331	4230	146
2262	1371	148
3628	3904	104
2943	4761	77
613	194	71
71	1144	142
774	3338	50
597	543	46
2183	4823	12
696	772	73
2557	3662	106
1770	4184	43
2556	2181	110
1054	50	0
2167	3275	137
3360	1913	63
2179	3463	144
1860	1158	23
188	68	164
953	1037	119
2080	163	140
2103	3385	103
2737	206	146
1501	264	114
1267	3071	142
2428	4326	46
870	534	49
3505	4364	114
2124	17	50
1801	2323	41
1933	479	167
833	2837	110
66	603	43
912	443	24
905	1272	28
402	3370	113
3312	4261	107
567	4259	8
2707	971	85
2344	2162	8
1117	2913	107
130	2127	143
593	4208	109
2796	1206	125
793	443	47
778	68	39
1184	1429	110
1050	2394	102
1194	416	166
1326	1805	29
2366	1897	111
2856	1907	156
2529	1813	65
291	3247	12
578	4055	71
970	835	145
1045	624	94
3072	2460	72
626	2562	13
597	334	44
380	4006	25
829	68	134
237	2188	73
364	701	94
1391	744	120
2667	3150	33
1182	786	44
843	4172	73
3608	3328	11
222	991	118
46	740	27
1146	2652	121
1449	428	112
2804	2159	65
393	707	69
1636	1316	120
2948	4805	21
181	182	162
1004	2684	118
2595	3891	90
987	2735	85
406	3820	123
1632	4552	68
3193	4492	71
2361	2121	66
1187	762	164
979	423	13
3100	4300	6
3323	1242	139
3061	4008	112
2435	80	142
3383	1869	119
256	1098	89
2995	4223	145
501	2947	109
3508	4249	21
180	1177	74
1926	3659	62
3347	787	94
733	724	96
1419	3797	42
1290	2292	123
1167	338	142
652	2510	143
3017	1235	118
3403	4575	50
1800	855	94
3348	188	12
174	502	118
1149	1582	68
2838	601	0
723	3817	38
3518	1551	41
455	542	64
3221	1131	84
1067	1956	138
2416	1487	157
50	624	86
2683	1577	17
868	40	17
1618	826	140
1957	50	92
3242	3699	105
3297	1918	17
2824	723	46
2626	1688	57
1462	1861	78
985	2349	37
2036	2135	87
473	176	28
968	345	61
822	2556	3
389	264	16
2580	2543	88
1506	596	71
2137	1440	166
2205	4649	84
699	1862	113
2124	1204	145
1844	33	20
1156	182	114
1448	43	68
1961	3761	8
561	115	144
511	519	125
1003	2634	48
1004	2684	50
922	319	90
1062	3184	2
1598	4828	119
2843	3276	93
1893	2929	108
1760	4277	139
3457	1182	2
799	2251	41
3166	3206	77
427	1270	53
1790	2457	130
3235	1481	111
2015	1391	133
1607	2401	134
1161	1315	27
1850	1065	6
1145	1092	151
2516	4389	122
306	2684	44
1266	339	137
1935	3423	139
675	692	98
125	778	16
1551	4188	65
2985	1642	164
1380	2528	114
3121	4537	59
645	350	99
738	2937	119
3682	4518	16
483	4433	119
2068	522	64
1401	4582	97
1895	2057	161
2433	4772	43
211	595	92
28	99	125
2226	3113	117
1813	2109	0
50	2127	96
3714	1857	130
75	2357	51
3387	1339	74
511	1538	24
894	618	104
63	1732	66
2576	4465	13
2828	1271	118
868	88	18
3112	3918	156
3657	1506	37
3532	737	138
1400	4417	23
1019	466	68
138	544	111
3017	2666	40
1140	62	43
721	471	136
9	2771	44
2106	2279	164
1581	491	33
460	1636	41
3629	939	33
1432	3578	100
1761	1946	83
1205	68	161
214	1071	51
821	1223	116
389	1084	163
239	855	160
1828	4147	88
3487	190	22
2834	542	113
2561	3322	133
945	2967	74
1237	909	31
3001	1482	45
2548	1353	100
2779	3479	131
66	876	71
2050	2983	67
1271	254	97
3167	3890	117
43	1815	88
3435	4074	16
3476	3475	83
975	956	94
163	2442	3
213	80	162
3013	4312	137
933	2430	167
1726	1085	94
1057	806	141
3036	2853	5
3329	2997	86
3444	2749	62
84	2431	51
1385	2593	164
163	2442	161
927	574	121
2890	3528	27
395	1982	91
2818	3088	16
2807	2446	76
3478	3029	74
94	2968	120
2533	4183	121
1359	808	47
1255	1672	132
713	4647	66
331	4341	75
3036	1304	52
2045	2891	25
597	162	110
817	1004	87
2320	2196	56
837	2170	163
1036	443	0
3214	4479	115
1555	1243	95
785	3853	143
1765	280	147
1723	591	88
1442	511	65
215	1005	148
451	1640	78
92	954	11
1680	3043	144
1976	219	156
1567	3991	14
782	46	143
1142	516	120
717	649	45
63	3756	91
71	506	77
3472	4776	71
138	4114	158
2787	3120	45
2233	696	94
684	2329	42
919	68	139
3309	2022	114
68	682	144
2892	56	38
1306	239	46
561	164	52
1632	4552	95
640	305	43
1421	1190	85
117	624	41
1428	1239	47
3203	1429	142
855	105	122
1067	2789	15
235	953	18
981	2332	114
3401	589	93
1256	2961	15
374	134	142
3401	2461	76
2846	510	96
3067	3466	52
762	3872	148
47	693	138
348	952	132
2527	1556	85
1187	624	0
2179	2743	136
930	2000	69
1323	2857	37
1529	63	120
2089	3169	40
1050	99	51
597	169	67
709	917	145
3117	3938	44
3535	3288	92
138	3294	43
46	624	31
1774	4619	12
776	400	133
2985	3994	93
1746	1642	54
355	3098	29
2248	3863	91
3618	2216	103
740	278	22
9	919	69
1681	4154	139
965	172	144
3457	1350	103
2083	2655	15
342	3856	141
1684	4	44
101	2302	140
1051	3227	50
827	911	114
3538	4181	54
3027	4448	90
351	2242	55
1223	1446	45
37	891	94
2622	4106	77
835	3910	17
1083	96	50
727	2968	120
3486	2933	124
2435	1495	1
570	4675	90
920	55	136
1011	2088	141
1138	864	42
511	489	112
2402	1616	112
3191	2468	18
2268	1028	97
633	534	0
3654	1735	67
43	443	142
471	4380	111
896	70	165
1502	3863	71
1072	919	73
902	929	57
881	1136	82
1515	1437	72
1870	2182	21
5	432	14
1551	4188	81
1276	1427	110
1543	2619	70
2356	3441	87
1100	2592	143
1777	4469	60
3255	382	45
1942	287	97
1467	1732	41
593	4208	35
1812	68	39
421	3635	88
3293	1836	11
1674	3673	19
1420	3044	136
1718	2414	67
152	4409	17
2469	3474	111
3251	1704	13
1408	1951	34
3181	3790	94
854	930	59
337	585	146
1177	826	136
1562	1541	142
1759	2470	114
497	1149	137
655	2945	3
3251	2610	62
2068	908	25
1672	3845	93
1891	4131	55
752	139	96
1980	1640	29
1299	1372	63
1335	1975	115
2804	669	41
7	2442	66
114	2112	142
1230	536	27
554	564	36
3598	2544	0
2450	2114	126
3330	2817	16
390	72	142
2302	826	5
702	895	110
2690	1401	69
805	274	91
2724	309	73
752	187	142
787	1019	140
1686	4784	158
257	4358	14
1524	2578	110
1786	358	44
3186	3417	162
1842	1808	62
2821	4564	159
2626	1429	62
417	3070	94
2185	3031	119
2529	2246	112
1164	542	73
3513	3651	34
463	1451	96
1004	2684	122
571	1	43
155	2227	116
1903	2196	108
3600	2544	45
2339	407	114
835	3044	88
2577	136	142
2986	1595	163
1044	3227	148
222	861	71
3390	1336	92
1928	4484	85
1502	2358	7
1501	446	163
1452	2887	139
3476	3475	142
2785	3974	113
244	3228	154
419	3346	20
736	1503	1
2262	4627	141
895	341	141
3741	618	134
694	765	159
172	1822	110
2875	2157	130
1312	347	70
2119	303	13
1630	3990	14
3649	4190	165
1628	3774	156
1564	861	141
1648	2668	134
220	3711	147
1245	243	1
1384	969	167
244	2803	23
644	2259	162
1036	1113	14
2561	3357	29
3530	3753	93
49	46	100
3538	4181	49
2768	1657	136
2274	3557	137
1050	2394	4
776	983	1
1288	111	76
593	1348	50
2200	715	139
820	1422	73
3242	3699	13
2175	749	117
2580	3893	46
1067	586	41
1618	729	94
3036	1508	152
22	1201	59
366	334	164
1004	68	17
629	3801	20
1326	1773	38
606	207	140
3224	2365	15
24	360	164
1481	3332	83
2849	1615	128
994	475	66
164	465	116
1790	2457	64
2519	4287	135
368	3219	155
3093	3850	162
3320	732	111
727	62	23
3736	1409	98
153	488	146
3540	3183	69
3671	2910	78
829	1984	55
2046	4381	91
1394	624	24
800	1088	71
1550	4194	14
2890	2556	121
3469	4666	35
305	3022	11
810	182	167
17	432	98
114	2253	27
2776	3517	71
774	2727	158
900	511	46
2414	2624	89
1385	1386	0
694	288	163
88	195	145
2825	182	166
395	2907	121
2301	2812	128
1256	2961	54
580	2844	141
1705	4779	67
1471	2121	142
2530	3013	113
3576	4770	127
2320	4330	146
1320	802	136
1394	1154	52
1767	4346	46
132	3834	5
201	3294	66
2863	1483	68
865	633	63
1311	674	113
711	952	44
408	1273	54
805	1082	96
2132	190	23
476	3099	26
2162	190	67
972	2950	47
1351	569	112
393	218	95
285	4021	82
241	2292	140
1547	830	37
3160	2657	17
1672	218	142
2622	1429	79
3506	1440	162
653	253	120
1898	4554	131
2685	1560	112
697	194	113
758	564	95
2140	938	2
2526	732	141
1494	1865	130
3640	4808	38
1139	4114	157
3657	1195	156
2285	1409	74
779	117	91
1441	833	139
20	588	137
65	2862	137
652	1373	65
1241	1197	45
2466	2459	11
1663	3170	19
428	564	26
1684	3449	127
1627	44	146
2942	2113	62
2404	4009	19
2745	1272	39
98	2384	113
3374	1085	101
2377	1560	56
3547	4179	136
1960	220	74
1172	973	24
1067	586	38
2313	3461	53
1672	3864	24
979	511	141
3400	2432	102
102	83	143
2640	2978	85
130	587	160
0	553	138
737	88	60
1604	432	52
782	1294	39
2116	2361	74
1564	2189	52
279	4373	165
630	2428	41
2484	2468	11
2692	2928	0
57	163	26
2262	4627	123
845	3408	122
3425	390	75
3495	624	113
1957	3934	87
2380	1576	108
324	4224	38
1096	488	120
1427	1889	24
2947	4749	62
958	454	72
491	1365	110
1388	1588	114
166	136	166
1828	4246	66
3039	2617	64
637	4591	166
1298	3207	45
2048	2649	21
2608	1516	15
1154	794	118
914	531	47
1060	283	164
2580	89	71
233	1173	138
1363	749	96
1835	3560	127
56	432	47
2668	2364	40
102	46	123
2670	1504	28
1379	238	98
2497	4095	42
401	647	159
872	8	135
716	3234	101
1209	1582	73
2171	2806	59
1138	769	121
2349	1819	66
2974	2081	93
249	79	162
1513	439	159
62	4566	47
2568	2309	30
2743	830	84
907	1495	73
21	190	42
768	115	47
984	120	161
2297	3467	65
1747	395	73
2254	472	90
50	587	71
3269	3567	93
2828	2360	150
429	370	93
869	1236	61
3186	3417	107
1905	4660	142
3388	4578	112
2147	4580	49
772	3899	3
2285	1410	38
938	1640	85
746	633	39
360	1676	86
739	802	87
224	649	134
2278	4265	57
3095	3650	117
3699	1771	15
751	646	139
488	4056	41
1567	3991	38
495	24	25
1008	705	38
2097	1319	71
2121	139	149
1266	2777	75
694	795	114
2687	110	142
278	4798	156
98	679	41
80	1350	3
1476	1651	79
1786	34	50
3509	4567	95
2082	2008	93
3100	4418	106
443	1187	72
878	426	67
3203	1824	33
102	500	47
3093	3858	13
290	979	23
2929	4731	18
1322	2342	167
234	799	144
1331	3453	117
2450	1167	166
3395	3750	57
3282	2534	36
696	501	34
1775	160	158
1356	270	124
89	895	136
156	1245	96
704	69	45
174	334	118
2769	115	137
472	1078	158
39	373	51
3346	1478	136
1335	1975	0
769	1267	90
768	1352	20
2244	1817	91
1666	587	42
2325	2921	56
825	905	66
1593	3343	152
70	22	95
3205	4625	137
3115	3686	77
1547	830	19
124	364	47
3515	111	23
2863	2526	120
1020	2594	95
987	2066	163
3251	1802	56
1673	304	143
3411	2690	97
2278	2049	137
1059	600	134
3039	2617	109
931	394	111
102	443	73
1096	3204	48
508	190	91
2398	479	123
625	205	113
1276	194	74
664	2999	15
676	918	165
3221	4561	62
2880	3033	33
1762	1774	10
919	3879	20
2377	3682	88
2698	4071	106
554	988	113
2842	1645	36
1933	137	48
1812	75	136
202	3590	90
1525	190	49
47	1514	23
2687	2559	42
2935	2716	11
3056	4511	162
1142	128	96
1852	3519	127
1902	4436	7
3160	2693	81
852	1277	45
1829	4717	0
851	906	16
474	183	67
700	1202	22
75	1203	137
177	586	164
1073	1300	26
3269	1919	143
1679	115	36
415	926	150
1442	4590	167
3586	4494	35
92	822	1
1890	1966	6
75	2357	100
1247	2992	38
198	2463	135
561	101	30
1662	2358	146
3181	3246	119
166	667	44
1060	283	89
2026	2241	38
1759	1253	35
2350	1860	92
1119	245	121
3196	1429	79
939	2543	38
3309	1577	87
117	2084	97
3258	2104	85
635	2987	97
2539	1362	18
1759	1253	61
1279	4379	89
1800	2959	142
237	63	48
14	1822	14
1180	3724	122
513	4166	74
37	598	97
676	3923	143
203	1258	143
421	98	92
20	43	163
347	3363	15
1019	182	150
3011	3636	110
3393	2709	2
3475	2548	60
4	866	113
144	624	52
1065	896	37
1019	443	137
2368	1794	85
842	1322	39
415	1028	110
1025	465	120
1408	1415	57
1043	120	97
603	119	146
1994	4158	37
1142	63	70
1704	2576	163
2378	3024	147
644	1471	13
590	3865	109
296	1592	54
549	386	2
1895	2142	89
595	1052	86
1803	2054	138
676	473	136
463	1451	135
3469	4670	158
1064	2968	143
988	72	28
729	87	93
3276	3341	8
1624	3329	113
570	3048	142
1953	2319	77
866	4206	134
713	979	166
1756	3115	39
48	185	25
2309	2835	60
2892	58	10
1330	585	146
3036	4602	143
188	460	135
205	2556	4
427	624	109
1177	782	167
100	37	138
2965	350	40
84	2431	92
184	1978	86
507	613	87
3191	4633	102
866	2550	151
198	275	29
3335	4079	82
1913	4013	17
1687	2388	21
2139	244	113
492	2572	52
2885	2796	0
618	4355	18
2201	4299	21
2908	1596	29
1886	3754	66
2561	3322	156
3270	3664	125
3493	1929	124
532	792	88
881	2931	16
1538	1939	150
611	4198	146
35	1308	85
2920	3418	9
230	36	114
189	599	115
1870	2182	163
383	943	90
225	43	134
1358	114	160
121	2083	40
1916	296	140
1434	2879	155
475	426	155
1891	4407	112
2890	574	166
96	4756	22
595	19	95
3262	3426	75
1806	4034	11
178	2506	95
2109	15	139
782	620	63
714	190	88
2030	2898	36
1265	567	98
1755	4679	96
2368	1910	41
3218	4657	162
3267	4725	42
216	2564	89
3623	3168	106
3394	2669	51
2541	1311	162
1882	913	4
54	3599	113
1262	2637	130
2555	2070	88
2206	3096	158
2925	4714	29
138	107	70
42	461	73
1130	325	144
1481	3001	110
2634	2079	92
1380	1109	70
234	1634	41
3639	2215	15
220	228	74
914	531	69
59	1742	105
1408	2124	160
3073	2397	135
1440	2358	95
1154	856	159
1097	1385	74
3042	3815	128
511	469	162
1122	1219	166
421	588	86
2854	1664	15
2360	1612	7
1791	4733	1
1786	2876	13
2110	890	35
2822	4481	6
2286	2068	77
389	734	16
2749	1116	73
1162	4083	137
3203	2903	139
2561	3322	153
233	473	161
736	1382	134
2777	624	160
132	50	140
1860	1061	69
841	1139	90
296	1992	135
3586	4493	165
342	3839	89
2193	88	162
2531	2597	40
1343	63	164
3605	1740	79
6	592	50
357	3205	88
2234	490	162
900	134	46
1184	1487	111
1703	4334	98
1507	107	162
550	50	100
2848	1603	17
1494	1865	114
3470	908	93
212	3294	65
2534	4785	41
3058	3177	164
162	1141	73
1521	96	0
1786	304	43
540	693	161
1724	1398	81
3744	632	121
1257	4828	138
2995	4226	78
3179	2449	44
1019	2430	164
795	4497	73
1577	3712	67
2665	1881	16
2559	3277	72
3007	3125	66
2455	615	76
3364	2050	91
1968	2389	32
3530	3753	38
1548	1224	129
2957	1945	135
2745	2428	69
1067	440	122
1721	4468	83
2311	2923	30
865	2621	145
843	4172	25
1366	4632	71
152	391	34
3320	1729	90
1654	1070	50
2348	1661	85
3415	2703	86
665	1459	19
909	2507	160
831	2383	17
1954	1822	163
3105	1710	156
3344	2871	108
3235	1592	114
3655	1836	59
2350	1627	45
91	1459	117
581	2571	62
428	235	146
841	1844	164
3661	3468	42
1364	711	161
1463	1751	4
120	356	60
161	51	146
229	1929	123
575	426	141
2192	2380	161
570	260	145
152	4409	16
957	628	21
871	3871	21
895	2252	111
3069	2121	86
3269	3676	98
114	2112	139
1394	1095	77
1805	3890	40
3266	4477	6
2985	1595	110
580	2943	112
1923	1610	27
54	427	18
581	2571	85
1368	79	138
1050	3849	122
3099	2878	84
199	231	124
3446	3395	44
1061	50	120
2387	443	44
1950	3765	48
651	4650	3
698	44	47
484	3915	114
1156	365	17
1471	1530	136
948	987	88
3448	3523	103
1225	3445	74
3214	4668	6
755	190	156
2382	1818	82
757	2988	75
